TaxonID,TaxonName,WoldaCode,Authority,TaxonomicLevel,CommonName,TaxonomicPhylum,TaxonomicClass,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,Notes
11193,"Aegolius funereus","Not applicable","Linnaeus","Species","Tengmalm's owl","Chordata","Aves","Strigiformes","Strigidae","Aegolius ","Habitat forest,  mainly conifer"
11194,"Falco tinnunculus","Not applicable","Linnaeus","Species","Eurasian kestrel","Chordata","Aves","Falconiformes","Falconidae","Falco ","Typical habitat varies from moors to tropical savannah and urban areas. They avoid tundra, dense forest and deserts."
11195,"Asio otus","Not applicable","Linnaeus","Species","Long-eared owl","Chordata","Aves","Strigiformes","Strigidae","Asio ","Habitat forest,  mainly conifer"
11196,"Baccharis pilularis spp consanguinea","Not applicable","Wolf","Sub species","Dwarf coyote brush, Chaparral broom, Coyote bush","Angiospermophyta","Angiospermopsida (Dicotyledoneae)","Asterales","Asteraceae/Compositae","Baccharis ","Typical habitat is brush."
11197,"Ficedula albicollis","Not applicable","Temminck","Species","Collared flycatcher","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula ","Habitat forests primarily deciduous but also conifer"
11198,"Falco rusticolus","Not applicable","Linnaeus","Species","Gyr falcon","Chordata","Aves","Falconiformes","Falconidae","Falco ","Habitat open country,  often along sea coasts"
11199,"Falco peregrinus","Not applicable","Tunstall","Species","Peregrine falcon","Chordata","Aves","Falconiformes","Falconidae","Falco ","Habitat mountains,  seacliffs"
11200,"Aquila chrysaetos","Not applicable","Linnaeus","Species","Golden eagle","Chordata","Aves","Falconiformes","Accipitridae","Aquila ","Habitat mountains, plains, sea coasts"
11201,"Muridae","Not applicable","Illiger","Family","Voles","Chordata","Mammalia","Rodentia","Muridae","Unknown","None"
11202,"Dacus","Not applicable","Froggatt","Genus","Fruit fly","Arthropoda","Insecta","Diptera","Tephritidae","Dacus","None"
11203,"Dipodomys","Not applicable","Gray","Genus","Kangaroo rat","Chordata","Mammalia","Rodentia","Heteromyidae","Dipodomys","None"
11205,"Onychomys","Not applicable","Baird","Genus","Grasshopper mouse","Chordata","Mammalia","Rodentia","Muridae","Onychomys","Species Onychomys leucogaster (TaxonID 424) and Onychomys torridus (TaxonID 423)."
11206,"Euxoa aquilina","Not applicable","Schiffermuller","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa ","None"
11211,"Opigena polygona","Not applicable","Denis & Schiffermuller","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Noctuidae","Opigena ","Fly July to late September. Larvae is found on Capsella and Primula species."
11212,"Discestra trifolii","Not applicable","Hufnagel","Species","Nutmeg","Arthropoda","Insecta","Lepidoptera","Noctuidae","Discestra ","Fly June to early July. Second generation occurs late July to September."
11213,"Heliophobus reticulatus","Not applicable","Goeze","Species","Bordered gothic","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heliophobus ","Flight occurs from late June to late July."
11214,"Mamestra persicariae","Not applicable","Linnaeus","Species","Dot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mamestra ","None"
11215,"Mamestra w-latinum","Not applicable","Hufnagel","Species","Light brocade","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mamestra ","None"
11216,"Mamestra thalassina","Not applicable","Hufnagel","Species","Pale-shouldered brocade","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mamestra ","None"
11217,"Mamestra suasa","Not applicable","Schiffermuller","Species","Dogs tooth","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mamestra ","None"
11218,"Mamestra oleracea","Not applicable","Linnaeus","Species","Bright-line brown-eyed moth","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mamestra ","Feeds on nectar of various plants, especially lilac (Syringa vulgaris) and honeysuckle. One Generation appearing mid-June. Occasionally 2 generations."
11219,"Xylomiges conspicillaris","Not applicable","Linnaeus","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylomiges ","None"
11220,"Mythimna albipuncta","Not applicable","Denis & Schiffermuller","Species","White-point","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna ","None"
11221,"Mythimna l-album","Not applicable","Linnaeus","Species","L-album wainscot","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna ","None"
11222,"Cucullia fraudatrix","Not applicable","Eversmann","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia ","None"
11223,"Agrochola nitidus","Not applicable","Denis & Schiffermuller","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola ","None"
11224,"Cirrhia icteritia","Not applicable","Hufnagel","Species","Moth","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cirrhia ","None"
11225,"Cirrhia ocellaris","Not applicable","Bkh","Species","Moth","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cirrhia ","None"
11226,"Apatele rumicis","Not applicable","Linnaeus","Species","Knot grass","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apatele ","Synonym: Acronicta rumicis"
11227,"Apatele psi","Not applicable","Linnaeus","Species","Grey dagger","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apatele ","Synonym: Acronicta psi"
11229,"Apamea lateritia","Not applicable","Hufnagel","Species","Scarce brindle","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea ","None"
11230,"Oligia strigilis","Not applicable","Linnaeus","Species","Marbled minor","Arthropoda","Insecta","Lepidoptera","Noctuidae","Oligia ","Larvae found on Gramineae species."
11231,"Oligia latruncula","Not applicable","Schiffermuller","Species","Tawny marbled minor","Arthropoda","Insecta","Lepidoptera","Noctuidae","Oligia ","None"
11232,"Oligia furuncula","Not applicable","Schiffermuller","Species","Cloaked minor","Arthropoda","Insecta","Lepidoptera","Noctuidae","Oligia ","None"
11233,"Amphipoea fucosa","Not applicable","Frr","Species","Saltern ear","Arthropoda","Insecta","Lepidoptera","Noctuidae","Amphipoea ","None"
11234,"Plastenis subtusa","Not applicable","Schiffermuller","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Unknown","Plastenis ","None"
11235,"Meristis trigrammica","Not applicable","Hufnagel","Species","Treble lines","Arthropoda","Insecta","Lepidoptera","Noctuidae","Meristis ","None"
11236,"Calymnia trapezina","Not applicable","Linnaeus","Species","Dun-bar","Arthropoda","Insecta","Lepidoptera","Noctuidae","Calymnia ","Synonym: Cosmia trapezina"
11237,"Pyrrhia umbra","Not applicable","Hufnagel","Species","Bordered sallow","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pyrrhia ","Larvae found on Ononis species, Genista, Linaria, Salix species and others."
11238,"Zanclognatha tarsicrinalis","Not applicable","Kn","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Noctuidae","Zanclognatha ","Larvae found on Solidago virgaurea and Hieracium species."
11239,"Hypena proboscidalis","Not applicable","Linnaeus","Species","Snout","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hypena ","Larvae found on Urtica species."
11240,"Pareulype berberata","Not applicable","Denis & Schiffermuller","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Geometridae","Pareulype ","None"
11242,"Eupithecia intricata","Not applicable","Zett","Species","Edinburgh pug","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia ","Larvae found on Juniperus communis."
11243,"Eupithecia tripunctaria","Not applicable","Hufnagel","Species","White-spotted pug","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia ","Larvae found on Umbellifore and Angelica species."
11244,"Eupithecia succenturiata","Not applicable","Linnaeus","Species","Bordered pug","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia ","Larvae found on Angelica, Vacccinium and Achillea species."
11245,"Eupithecia centaureata","Not applicable","Schiffermuller","Species","Lime-speck pug","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia ","None"
11246,"Eupithecia innotata","Not applicable","Hufnagel","Species","Angle-barred pug","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia ","None"
11248,"Timandra amata","Not applicable","Linnaeus","Species","Blood-vein","Arthropoda","Insecta","Lepidoptera","Geometridae","Timandra ","None"
11249,"Semiothisa alternaria","Not applicable","Hubner","Species","Sharp-angled peacock","Arthropoda","Insecta","Lepidoptera","Geometridae","Semiothisa ","Larvae found on Betula species, Sorbus, Salix and Hippophae species."
11250,"Cleora cinctaria","Not applicable","Schiffermuller","Species","Ringed carpet","Arthropoda","Insecta","Lepidoptera","Geometridae","Cleora ","Larvae found on Carex, Betula species, Salix species, Populus species and others."
11251,"Lophopteryx camelina","Not applicable","Linnaeus","Species","Prominent","Arthropoda","Insecta","Lepidoptera","Notodontidae","Lophopteryx ","Synonym: Ptilodon"
11252,"Pygaera curtula","Not applicable","Linnaeus","Species","Unknown","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pygaera ","None"
11253,"Celerio porcellus","Not applicable","Linnaeus","Species","Hawkmoth","Arthropoda","Insecta","Lepidoptera","Sphingidae","Celerio ","None"
11255,"Ammodytes tobianus","Not applicable","Linnaeus","Species","Common sand eel","Chordata","Osteichthyes","Perciformes","Ammodytidae","Ammodytes ","None"
11256,"Atherina boyeri","Not applicable","Risso","Species","Sand smelt or silverside","Chordata","Osteichthyes","Perciformes","Atherinidae","Atherina ","None"
11257,"Balistes carolinenis","Not applicable","Gmelin","Species","Trigger fish","Chordata","Osteichthyes","Tetraodontiformes","Balistidae","Balistes ","None"
11258,"Blennius gattorugine","Not applicable","Linnaeus","Species","Tompot blenny","Chordata","Osteichthyes","Perciformes","Blennidae","Blennius ","Habitat: lives below the low water line, only occasionally found on the shore."
11259,"Centrolabrus exoletus","Not applicable","Linnaeus","Species","Rock cook or Small-mouthed wrasse","Chordata","Osteichthyes","Perciformes","Labridae","Centrolabrus ","None"
11260,"Crenilabrus melops","Not applicable","Linnaeus","Species","Corkwing wrasse","Chordata","Osteichthyes","Perciformes","Labridae","Crenilabrus ","None"
11261,"Crenimugil labrosus","Not applicable","Risso","Species","Thicklipped grey-mullet","Chordata","Osteichthyes","Perciformes","Mullidae","Crenimugil ","None"
11262,"Crystallogobius linearis","Not applicable","von Duben","Species","Crystal goby","Chordata","Osteichthyes","Perciformes","Gobiidae","Crystallogobius ","Habitat: bottom dweller. Has weak suction cup."
11263,"Ctenolabrus rupestris","Not applicable","Linnaeus","Species","Goldsinny wrasse","Chordata","Osteichthyes","Perciformes","Labridae","Ctenolabrus ","None"
11265,"Gaidropsaurus vulgaris","Not applicable","Cloquet","Species","3-bearded rockling","Chordata","Osteichthyes","Perciformes","Gadidae","Gaidropsaurus ","None"
11266,"Gasterosteus aculeatus","Not applicable","Linnaeus","Species","3-spined stickleback","Chordata","Osteichthyes","Gasterosteiformes","Gasterosteidae","Gasterosteus ","None"
11267,"Gobius niger","Not applicable","Linnaeus","Species","Black goby","Chordata","Osteichthyes","Perciformes","Gobiidae","Gobius ","None"
11268,"Labrus bergylta","Not applicable","Ascanius","Species","Ballan wrasse","Chordata","Osteichthyes","Perciformes","Labridae","Labrus ","None"
11269,"Labrus mixtus","Not applicable","Unknown","Species","Cuckoo wrasse","Chordata","Osteichthyes","Perciformes","Labridae","Labrus ","None"
11270,"Lampetra fluviatalis","Not applicable","Linnaeus","Species","River lamprey","Chordata","Osteichthyes","Perciformes","Labridae","Lampetra ","None"
11271,"Maurolicus muelleri","Not applicable","Gmelin, 1788","Species","Muller's pearlside, pearlside and lightfish","Chordata","Osteichthyes","Salmoniformes","Sternoptychidae","Maurolicus ","Family: Sternoptychidae (new since 1974) or Gonostomatidae (old). Length 38mm to 53mm for mature females, and 34 to 46mm for mature males."
11272,"Microstomus kitt","Not applicable","Unknown","Species","Lemon sole","Chordata","Osteichthyes","Pleuronectiformes","Soleidae","Microstomus ","None"
11273,"Mullus surmuletus","Not applicable","Linnaeus","Species","Red mullet","Chordata","Osteichthyes","Perciformes","Mullidae","Mullus ","None"
11274,"Nerophis lumbriciformis","Not applicable","Unknown","Species","Worm pipefish","Chordata","Osteichthyes","Gasterosteiformes","Syngnathidae","Nerophis ","None"
11275,"Pomatoschistus microps","Not applicable","Kroyer","Species","Common goby","Chordata","Osteichthyes","Perciformes","Gobiidae","Pomatoschistus ","None"
11276,"Pomatoschistus pictus","Not applicable","Malm","Species","Painted goby","Chordata","Osteichthyes","Perciformes","Gobiidae","Pomatoschistus ","None"
11277,"Raja brachyura","Not applicable","Lafont","Species","Blonde ray","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja ","None"
11278,"Raja micoocellata","Not applicable","Unknown","Species","Small eyed ray","Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja ","None"
11279,"Raniceps raninus","Not applicable","Linnaeus, 1758","Species","Tadpolefish","Chordata","Osteichthyes","Gadiformes","Gadidae","Raniceps ","None"
11280,"Spinachia spinachia","Not applicable","Linnaeus","Species","15-spined stickleback","Chordata","Osteichthyes","Gasterosteiformes","Gasterosteidae","Spinachia ","Size 15 to 20 cm"
11281,"Spondyliosoma cantharus","Not applicable","Linnaeus","Species","Black Sea bream","Chordata","Osteichthyes","Perciformes","Sparidae","Spondyliosoma ","None"
11282,"Syngnathus acus","Not applicable","Linnaeus","Species","Greater pipefish","Chordata","Osteichthyes","Gasterosteiformes","Syngnathidae","Syngnathus ","None"
11283,"Syngnathus rostellatus","Not applicable","Nillson","Species","Nillson's pipefish","Chordata","Osteichthyes","Gasterosteiformes","Syngnathidae","Syngnathus ","None"
11284,"Trachinus vipera","Not applicable","Cuvier","Species","Lesser weaver","Chordata","Osteichthyes","Perciformes","Carangidae","Trachinus ","None"
11285,"Trigla lyra","Not applicable","Unknown","Species","Piper","Chordata","Osteichthyes","Scorpaeniformes","Scorpaenoidea","Trigla ","None"
11286,"Zeugopterus punctatus","Not applicable","Bloch","Species","Topknot","Chordata","Osteichthyes","Pleuronectiformes","Scophthalmidae","Zeugopterus ","Habitat: rocky shores, found on the lower shore in the south and west, of the British Isles."
11287,"Acyrthosiphon pisum","Not applicable","Harris","Species","Pea aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Acyrthosiphon ","Lives on Leguminosae."
11288,"Aphis fabae","Not applicable","Scopoli","Species","Bean aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis ","Typical habitat is beet leaves and black beans but they feed on more than 200 plant species ."
11289,"Aphis frangulae","Not applicable","Kaltenbach","Species","Unknown","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis ","None"
11290,"Aphis idaeii","Not applicable","van der Goot","Species","Unknown","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis ","None"
11291,"Aphis nasturtii","Not applicable","Kaltenbach","Species","Buckthorn aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis ","Considered a pest throughout central Europe, increasing from West to East."
11292,"Unknown Insect sp331","Not applicable","Unknown","Species","Aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Amphorphora","None"
11293,"Aulacorthum solani","Not applicable","Kaltenbach","Species","Foxglove aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Aulacorthum ","Typical habitat includes temperate climates."
11294,"Brachycaudas helichrysi","Not applicable","Kaltenbach","Species","Leaf curling aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Brachycaudas ","None"
11295,"Brevicoryne brassicae","Not applicable","Linnaeus","Species","Cabbage aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Brevicoryne ","None"
11296,"Cavariella aegopodii","Not applicable","Scopoli","Species","Willow-carrot aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Cavariella ","None"
11297,"Cinara","Not applicable","Unknown","Genus","Aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Cinara","None"
11299,"Dysaphis plantaginea","Not applicable","Passerini","Species","Rosy apple aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Dysaphis ","Six to Nine Generations per year."
11300,"Elatobium abietinum","Not applicable","Walker","Species","Spruce aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Elatobium ","None"
11301,"Eriosoma ulmi","Not applicable","Unknown","Species","Aphid","Arthropoda","Insecta","Hemiptera","Pemphigidae","Eriosoma ","In the superfamily Aphidoidea."
11302,"Hyalopterus pruni","Not applicable","Geoffroy","Species","Prune aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Hyalopterus ","None"
11303,"Macrosiphum euphorbiae","Not applicable","Thomas","Species","Potato aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Macrosiphum ","None"
11304,"Megoura viciae","Not applicable","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Aphididae","Megoura ","None"
11305,"Metapolophium dirhodum","Not applicable","Walker","Species","Rose grain aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Metapolophium ","None"
11306,"Metapolophium festucae","Not applicable","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Aphididae","Metapolophium ","None"
11307,"Myzus ascalonicus","Not applicable","Doncaster","Species","Shallot aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Myzus ","None"
11308,"Myzus ornatus","Not applicable","Laing","Species","Violet aphid or ornate aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Myzus ","None"
11309,"Myzus persicae","Not applicable","Sulzer","Species","Peach-potato aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Myzus ","None"
11310,"Nasonovia ribis nigri","Not applicable","Unknown","Species","Lettuce aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Nasonovia ","None"
11311,"Prociphilines (genus Prociphilus)","Not applicable","Unknown","Genus","Aphid","Arthropoda","Insecta","Hemiptera","Pemphigidae","Prociphilus","None"
11312,"Pentatrichopus fragaefolii","Not applicable","Unknown","Species","Strawberry aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Pentatrichopus ","Also known as Chaetosiphon fragaefolii."
11313,"Phorodon humuli","Not applicable","Schrank","Species","Hop aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Phorodon ","None"
11314,"Rhopalosiphum insertum","Not applicable","Walker","Species","Apple grass aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Rhopalosiphum ","None"
11315,"Rhopalosiphum maidis","Not applicable","Fitch","Species","Corn leaf aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Rhopalosiphum ","None"
11316,"Rhospalosiphum padi","Not applicable","Unknown","Species","Oat aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Rhospalosiphum ","None"
11317,"Sitobion avenae","Not applicable","Fitch","Species","Grain aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Sitobion ","None"
11318,"Sitobion fragariae","Not applicable","Walker","Species","Aphid","Arthropoda","Insecta","Hemiptera","Aphididae","Sitobion ","None"
11319,"Crotalus viridis lutosus","Not applicable","Unknown","Species","Great basin rattlesnake","Chordata","Reptilia","Serpentes","Viperidae","Crotalus ","One of three Grand Canyon Sub-species of Rattlesnake.  This only occurs on North Rim, rarely in Basin itself."
11320,"Masticophis taeniatus taeniatus","Not applicable","Unknown","Sub species","Striped racer","Chordata","Reptilia","Squamata","Colubridae","Masticophis ","None"
11321,"Chortoicetes terminifera","Not applicable","Walker","Species","Australian plague locust","Arthropoda","Insecta","Orthoptera","Acrididae","Chortoicetes ","Habitat light, compact soils suitable for oviposition and heavy, "" self-mulching"" soils less well drained suitable for growth of tussocky perennial grasses."
11322,"Dendragapus obscurus","Not applicable","Say","Species","Blue grouse","Chordata","Aves","Galliformes","Tetraonidae","Dendragapus ","Habitat foothills, over 8500ft, and mountains. Winter  High conifer forests"
11323,"Thrips imaginis","Not applicable","Bagnall","Species","Apple blossom thrip","Arthropoda","Insecta","Thysanoptera","Thripidae","Thrips ","None"
11324,"Hippopotamus amphibius","Not applicable","Linnaeus","Species","Hippopotamus","Chordata","Mammalia","Artiodactyla","Hippopotamidae","Hippopotamus ","None"
11325,"Equus burchelli","Not applicable","Gray","Species","Burchell's zebra","Chordata","Mammalia","Perissodactyla","Equidae","Equus ","Habitat tropical savannah/grassland"
11326,"Aepyceros melampus","Not applicable","Lichenstein","Species","Impala","Chordata","Mammalia","Artiodactyla","Bovidae","Aepyceros ","None"
11327,"Diceros bicornis","Not applicable","Linnaeus","Species","Black rhinoceros","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Diceros ","Habitat only found in national parks and game reserves"
11328,"Tragelaphus scriptus","Not applicable","Pallas","Species","Harnessed Antelope or Bushbuck","Chordata","Mammalia","Artiodactyla","Bovidae","Tragelaphus ","None"
11329,"Redunca redunca","Not applicable","Pallas","Species","Bohor reedbuck","Chordata","Mammalia","Artiodactyla","Bovidae","Redunca ","None"
11330,"Papio hamadryas","Not applicable","Linnaeus","Species","Baboon","Chordata","Mammalia","Primates","Cercopithecidae","Papio ","Synonym is Papio anubis."
11331,"Phacochoerus aethiopicus","Not applicable","Pallas","Species","Cape warthog, Somali warthog or Desert warthog","Chordata","Mammalia","Artiodactyla","Suidae","Phacochoerus ","None"
11332,"Sorex araneus","Not applicable","Linnaeus","Species","Common shrew","Chordata","Mammalia","Insectivora","Soricidae","Sorex ","None"
11333,"Cryptotis parva","Not applicable","Say","Species","American least shrew","Chordata","Mammalia","Insectivora","Soricidae","Cryptotis ","None"
11334,"Rangifer tarandus","Not applicable","Linnaeus","Species","Reindeer or Caribou","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer ","Synonym: Rangifer tarandus groenlandicus."
11335,"Ceraticelus atriceps","Not applicable","O.P.Cambridge","Species","Dwarf spider","Arthropoda","Arachnida","Araneae","Erigonidae","Ceraticelus ","Typical habitats are boreal forests and bogs."
11336,"Dictyna phylax","Not applicable","Gertsch & Ivie","Species","Small cribellate spider","Arthropoda","Arachnida","Araneae","Dictynidae","Dictyna ","Typical habitat is boreal forest and coniferous foliage."
11337,"Theridion montanum","Not applicable","Emerton","Species","Scaffold web spider","Arthropoda","Arachnida","Araneae","Theridiidae","Theridion ","None"
11338,"Grammonata angusta","Not applicable","Dondale","Species","Dwarf spider","Arthropoda","Arachnida","Araneae","Erigonidae","Grammonata ","None"
11339,"Pityohyphantes costatus","Not applicable","Hentz, 1850","Species","Sheetweb, Dwarf spider or Money spider","Arthropoda","Arachnida","Araneae","Linyphiidae","Pityohyphantes ","None"
11340,"Philodromus placidus","Not applicable","Banks","Species","Crab spider","Arthropoda","Arachnida","Araneae","Thomisidae","Philodromus ","None"
11341,"Choristoneura fumiferana","Not applicable","Clem","Species","Eastern spruce budworm","Arthropoda","Insecta","Lepidoptera","Tortricidae","Choristoneura ","None"
11342,"Arctocephalus pusillus","Not applicable","Schreber","Species","South African fur seal","Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus ","None"
11343,"Megaptera novaeangliae","Not applicable","Borowski","Species","Humpback whale","Chordata","Mammalia","Cetacea","Balaenopteridae","Megaptera ","Not a true rorqual (those in the genus Balaenoptera), but it is placed in this family."
11344,"Euphydryas chalcedona","Not applicable","Doubleday and Hewitson","Species","Variable checkerspot butterfly","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euphydryas ","None"
11345,"Orthoptera","Not applicable","Unknown","Order","Grasshoppers","Arthropoda","Insecta","Orthoptera","Unknown","Unknown","None"
11350,"Lagopus lagopus alleni","Not applicable","Linneaus","Sub species","Willow ptarmigan","Chordata","Aves","Galliformes","Tetraonidae","Lagopus ","None"
11351,"Lygaeus equestris","Not applicable","Linnaeus","Species","Unknown","Arthropoda","Insecta","Hemiptera","Lygaeidae","Lygaeus ","None"
11352,"Evechinus chloroticus","Not applicable","Unknown","Species","Sea urchin","Echinodermata","Echinoidea","Echinida","Echinometridae","Evechinus ","None"
11353,"Calathus melanocephalus","Not applicable","Linneaus","Species","Carabid","Arthropoda","Insecta","Coleoptera","Carabidae","Calathus ","Typical habitat is dry or moderately moist and usually open ground."
11354,"Pterostichus vericolor","Not applicable","Unknown","Species","Carabid","Arthropoda","Insecta","Coleoptera","Carabidae","Pterostichus ","None"
11355,"Nebria brevicollis","Not applicable","Unknown","Species","Carabid","Arthropoda","Insecta","Coleoptera","Carabidae","Nebria ","This species has adapted to cold northern mountain regions."
11356,"Panaxia dominula-dominula","Not applicable","Linneaus","Sub species","Scarlet tiger moth","Arthropoda","Insecta","Lepidoptera","Arctiidae","Panaxia ","None"
11357,"Panaxia dominula-medionigra","Not applicable","Linneaus","Sub species","Scarlet tiger moth","Arthropoda","Insecta","Lepidoptera","Arctiidae","Panaxia ","None"
11358,"Panaxia dominula-bimacula","Not applicable","Linneaus","Sub species","Scarlet tiger moth","Arthropoda","Insecta","Lepidoptera","Arctiidae","Panaxia ","None"
11359,"Ovibos moschatus","Not applicable","Zimmermann","Species","Muskox","Chordata","Mammalia","Artiodactyla","Bovidae","Ovibos ","synonym: Wardi (Lydekker)"
11360,"Unknown Insect sp119","5K 021b","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family:Delphacidae"
11361,"Unknown Insect sp310","5K 21C","Fieber","Species","None","Arthropoda","Insecta","Hemiptera","Delphacidae","Stenocranus ","None"
11362,"Unknown Insect sp118","5K 21E?","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family:Delphacidae"
11363,"Peregrinus maidis","5K25","Ashmead","Species","Planthopper","Arthropoda","Insecta","Hemiptera","Delphacidae","Peregrinus ","None"
11364,"Unknown Insect sp309","5K 21A BCI","Fieber","Species","None","Arthropoda","Insecta","Hemiptera","Delphacidae","Stenocranus ","None"
11365,"Stenocranus hinei","5K 21A LC","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Delphacidae","Stenocranus ","None"
11366,"Delphacodes dissipata","5K 37A (=37F)","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Delphacidae","Delphacodes ","None"
11367,"Unknown Insect sp289","5K 37B","Fieber","Species","None","Arthropoda","Insecta","Hemiptera","Delphacidae","Delphacodes ","None"
11368,"Unknown Insect sp288","5K 37C","Fieber","Species","None","Arthropoda","Insecta","Hemiptera","Delphacidae","Delphacodes ","None"
11370,"Unknown Insect sp287","5K 37D","Fieber","Species","None","Arthropoda","Insecta","Hemiptera","Delphacidae","Delphacodes ","None"
11371,"Unknown Insect sp116","5K 37E","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family:Delphacidae"
11372,"Unknown Insect sp115","5K 37G","Fieber","Species","None","Arthropoda","Insecta","Hemiptera","Delphacidae","Delphacodes","None"
11374,"Unknown Insect sp113","5K 37I","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family:Delphacidae"
11375,"Unknown Insect sp110","5K 37K","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family:Delphacidae"
11376,"Unknown Insect sp111","5K 37L","Fieber","Species","None","Arthropoda","Insecta","Hemiptera","Delphacidae","Delphacodes","None"
11377,"Unknown Insect sp308","5K 37M","Fieber","Species","None","Arthropoda","Insecta","Hemiptera","Delphacidae","Stenocranus ","None"
11378,"Unknown Insect sp109","5K 37N","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family:Delphacidae"
11379,"Unknown Insect sp112","5K 37O","Fieber","Species","None","Arthropoda","Insecta","Hemiptera","Delphacidae","Delphacodes","None"
11380,"Unknown Insect sp106","5K 37P","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family:Delphacidae"
11381,"Unknown Insect sp107","5K 37Q","Unknown","Species","None","Arthropoda","Insecta","Unknown","Unknown","Unknown ","Possibly Order: Hemiptera, Family:Delphacidae"
11382,"Caenodelphax teapae","5K 45A","Unknown","Species","Unknown","Arthropoda","Insecta","Hemiptera","Delphacidae","Caenodelphax ","None"
