LocationID,ExactName,TownName,CountyStateProvince,Country,Continent,Ocean,LongitudeDegrees,LongitudeMinutes,EorW,LatitudeDegrees,LatitudeMinutes,NorS,LongDD,LatDD,North,East,South,West,Altitude,Area,Notes,SpatialAccuracy,LocationExtent
10272,"Lakelse River","Not applicable","British Columbia","Canada","North America","Not applicable",1.2800000000000000e+02,4.7000000000000000e+01,"W",5.4000000000000000e+01,2.6000000000000000e+01,"N",-1.2878333333333333e+02,5.4433333333333330e+01,54.4300000000,-128.7800000000,54.4300000000,-128.7800000000,,,"None",3,1
10275,"Lutoga River","Not applicable","Sakhalin","Russian Federation","Asia","Not applicable",1.4300000000000000e+02,3.0000000000000000e+01,"E",4.6000000000000000e+01,3.0000000000000000e+01,"N",1.4350000000000000e+02,4.6500000000000000e+01,46.5000000000,143.5000000000,46.5000000000,143.5000000000,,,"None",3,1
10278,"Northern Panhandle","Not applicable","Alaska","USA","North America","Not applicable",1.3500000000000000e+02,0.0000000000000000e+00,"W",5.8000000000000000e+01,1.5000000000000000e+01,"N",-1.3500000000000000e+02,5.8250000000000000e+01,60.0000000000,-132.5000000000,57.5000000000,-141.4000000000,,,"None",3,1
10279,"Port Chatham, Cook Inlet","Not applicable","Alaska","USA","North America","Not applicable",1.5100000000000000e+02,4.0000000000000000e+01,"W",5.8000000000000000e+01,2.0000000000000000e+01,"N",-1.5166666666666666e+02,5.8333333333333336e+01,59.2000000000,-151.7500000000,59.2000000000,-151.7500000000,,,"None",4,2
10280,"Port Dick, Cook Inlet","Not applicable","Alaska","USA","North America","Not applicable",1.5100000000000000e+02,2.0000000000000000e+00,"W",5.9000000000000000e+01,1.5000000000000000e+01,"N",-1.5103333333333333e+02,5.9250000000000000e+01,59.2500000000,-151.0300000000,59.2500000000,-151.0300000000,,,"None",4,2
10281,"Port Graham, Cook Inlet","Not applicable","Alaska","USA","North America","Not applicable",1.5200000000000000e+02,5.0000000000000000e+01,"W",5.9000000000000000e+01,1.5000000000000000e+01,"N",-1.5283333333333334e+02,5.9250000000000000e+01,59.3300000000,-151.8300000000,59.3300000000,-151.8300000000,,,"None",4,2
10282,"Pokosnaya River","Not applicable","Sakhalin","Russian Federation","Asia","Not applicable",1.4200000000000000e+02,0.0000000000000000e+00,"E",4.6000000000000000e+01,2.0000000000000000e+01,"N",1.4200000000000000e+02,4.6333333333333336e+01,142.0000000000,46.3300000000,142.0000000000,46.3300000000,,,"None",3,1
10285,"Poronal River","Not applicable","Sakhalin","Russian Federation","Asia","Not applicable",1.4300000000000000e+02,8.0000000000000000e+00,"E",4.9000000000000000e+01,1.3000000000000000e+01,"N",1.4313333333333333e+02,4.9216666666666669e+01,49.2200000000,143.1300000000,49.2200000000,143.1300000000,,,"None",3,1
10286,"Rocky River, Cook Inlet","Not applicable","Alaska","USA","North America","Not applicable",1.5100000000000000e+02,2.7000000000000000e+01,"W",5.9000000000000000e+01,1.3000000000000000e+01,"N",-1.5144999999999999e+02,5.9216666666666669e+01,59.2700000000,-151.4500000000,59.2700000000,-151.4500000000,,,"None",3,1
10287,"Seldovia, Cook Inlet","Seldovia","Alaska","USA","North America","Not applicable",1.5200000000000000e+02,4.5000000000000000e+01,"W",5.9000000000000000e+01,2.9000000000000000e+01,"N",-1.5275000000000000e+02,5.9483333333333334e+01,59.4800000000,-151.7500000000,59.4800000000,-151.7500000000,,,"None",3,2
10288,"Southern Panhandle","Not applicable","Alaska","USA","North America","Not applicable",1.3300000000000000e+02,0.0000000000000000e+00,"W",5.6000000000000000e+01,0.0000000000000000e+00,"N",-1.3300000000000000e+02,5.6000000000000000e+01,60.0000000000,-130.0000000000,54.7500000000,-136.0500000000,,,"None",3,2
10289,"Sunday Creek, Cook Inlet","Not applicable","Alaska","USA","North America","Not applicable",1.5300000000000000e+02,5.5000000000000000e+01,"W",5.9000000000000000e+01,2.8000000000000000e+01,"N",-1.5391666666666666e+02,5.9466666666666669e+01,59.4700000000,-153.9200000000,59.4700000000,-153.9200000000,,,"None",3,2
10290,"Utka River, Kamchatka","Not applicable","Kamchatskaya Oblast","Russian Federation","Asia","Not applicable",1.5600000000000000e+02,4.0000000000000000e+00,"E",5.3000000000000000e+01,1.0000000000000000e+01,"N",1.5606666666666666e+02,5.3166666666666664e+01,53.1700000000,156.0700000000,53.1700000000,156.0700000000,,,"None",3,1
10293,"Windy Left, Cook Inlet","Not applicable","Alaska","USA","North America","Not applicable",1.5100000000000000e+02,2.3000000000000000e+01,"W",5.8000000000000000e+01,5.8000000000000000e+01,"N",-1.5138333333333333e+02,5.8966666666666669e+01,58.9700000000,-151.3800000000,58.9700000000,-151.3800000000,,,"None",3,2
10294,"Windy Right, Cook Inlet","Not applicable","Alaska","USA","North America","Not applicable",1.5100000000000000e+02,2.0000000000000000e+01,"W",5.9000000000000000e+01,0.0000000000000000e+00,"N",-1.5133333333333334e+02,5.9000000000000000e+01,59.0000000000,-151.3300000000,59.0000000000,-151.3300000000,,,"None",3,2
10296,"ICES VIIe","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",3.0000000000000000e+00,0.0000000000000000e+00,"W",4.9000000000000000e+01,3.0000000000000000e+01,"N",-3.0000000000000000e+00,4.9500000000000000e+01,51.0000000000,-2.0000000000,47.0000000000,-8.0000000000,,,"None",2,1
10298,"ICES IIIa","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",1.0000000000000000e+01,0.0000000000000000e+00,"E",5.8000000000000000e+01,0.0000000000000000e+00,"N",1.0000000000000000e+01,5.8000000000000000e+01,59.0000000000,13.0000000000,56.5000000000,8.0000000000,,,"None",2,1
10303,"NAFO 4VWX5","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",6.2000000000000000e+01,0.0000000000000000e+00,"W",4.3000000000000000e+01,0.0000000000000000e+00,"N",-6.2000000000000000e+01,4.3000000000000000e+01,47.5000000000,-50.0000000000,39.0000000000,-71.5000000000,,,"None",2,1
10304,"Faroe","Faroe","Faeroes","Denmark","Europe","Not applicable",8.0000000000000000e+00,0.0000000000000000e+00,"W",6.2000000000000000e+01,0.0000000000000000e+00,"N",-8.0000000000000000e+00,6.2000000000000000e+01,62.0000000000,-7.0000000000,62.0000000000,-7.0000000000,,,"None",4,2
10308,"ICES VI","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",1.2000000000000000e+01,0.0000000000000000e+00,"W",5.4000000000000000e+01,0.0000000000000000e+00,"N",-1.2000000000000000e+01,5.4000000000000000e+01,61.0000000000,-4.5000000000,54.5000000000,-18.0000000000,,,"None",2,1
10311,"Southern British Columbia","Not applicable","British Columbia","Canada","North America","Not applicable",1.2700000000000000e+02,0.0000000000000000e+00,"W",5.0000000000000000e+01,0.0000000000000000e+00,"N",-1.2700000000000000e+02,5.0000000000000000e+01,52.0000000000,-114.0000000000,49.0000000000,-128.0000000000,,,"None",3,1
10315,"NAFO 4VWX","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",5.9000000000000000e+01,0.0000000000000000e+00,"W",4.4000000000000000e+01,1.0000000000000000e+01,"N",-5.9000000000000000e+01,4.4166666666666664e+01,47.5000000000,-50.0000000000,39.0000000000,-68.0000000000,,,"None",2,1
10320,"NAFO Gulf of Maine, North Georges Bank","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",6.7000000000000000e+01,5.0000000000000000e+01,"W",4.1000000000000000e+01,2.5000000000000000e+01,"N",-6.7833333333333329e+01,4.1416666666666664e+01,45.5000000000,-64.5000000000,41.5000000000,-71.0000000000,,,"None",2,1
10321,"NAFO S. New England","Not applicable","Not applicable","USA","North America","Not applicable",7.2000000000000000e+01,0.0000000000000000e+00,"W",4.0000000000000000e+01,0.0000000000000000e+00,"N",-7.2000000000000000e+01,4.0000000000000000e+01,40.0000000000,-72.0000000000,40.0000000000,-72.0000000000,,,"None",2,1
10322,"Bristol Bay","Not applicable","Alaska","USA","North America","Not applicable",1.5900000000000000e+02,0.0000000000000000e+00,"W",5.8000000000000000e+01,0.0000000000000000e+00,"N",-1.5900000000000000e+02,5.8000000000000000e+01,58.7500000000,-156.7500000000,58.7500000000,-156.7500000000,,,"None",3,1
10323,"Klicava Reservoir","Not applicable","Central Bohemia","Czech Republic","Europe","Not applicable",0.0000000000000000e+00,0.0000000000000000e+00,"W",0.0000000000000000e+00,0.0000000000000000e+00,"N",-0.0000000000000000e+00,0.0000000000000000e+00,50.0800000000,13.9000000000,50.0800000000,13.9000000000,,,"Previously Czechoslovakia.",4,2
10326,"Atlantic Ocean off North Carolina","Not applicable","Not applicable","USA","North America","Atlantic",7.5000000000000000e+01,0.0000000000000000e+00,"W",3.5000000000000000e+01,0.0000000000000000e+00,"N",-7.5000000000000000e+01,3.5000000000000000e+01,36.5000000000,-74.0000000000,33.8500000000,-78.5000000000,0.0000000000000000e+00,,"None",2,1
10328,"South Africa","Not applicable","Not applicable","South Africa","Africa","Not applicable",2.0000000000000000e+01,0.0000000000000000e+00,"E",3.5000000000000000e+01,0.0000000000000000e+00,"S",2.0000000000000000e+01,-3.5000000000000000e+01,-22.1333000000,32.9000000000,-34.8167000000,16.4667000000,,,"None",3,1
10332,"South Africa South Coast","Not applicable","Not applicable","South Africa","Africa","Not applicable",2.3000000000000000e+01,0.0000000000000000e+00,"E",3.5000000000000000e+01,0.0000000000000000e+00,"S",2.3000000000000000e+01,-3.5000000000000000e+01,-32.7500000000,17.9000000000,-34.5100000000,28.3300000000,,,"None",2,1
10334,"South Africa 1.3-1.5","Not applicable","Not applicable","South Africa","Africa","Not applicable",1.7000000000000000e+01,3.0000000000000000e+01,"E",3.4000000000000000e+01,3.0000000000000000e+01,"S",1.7500000000000000e+01,-3.4500000000000000e+01,-34.5000000000,17.5000000000,-34.5000000000,17.5000000000,,,"None",2,1
10338,"South Eastern Brazil","Not applicable","Not applicable","Brazil","South America","South Atlantic",4.7000000000000000e+01,0.0000000000000000e+00,"W",2.5000000000000000e+01,0.0000000000000000e+00,"S",-4.7000000000000000e+01,-2.5000000000000000e+01,-19.0000000000,-40.8800000000,-33.8300000000,-58.3000000000,,,"None",2,1
10341,"Japan-Eastern","Not applicable","Not applicable","Japan","Asia","Not applicable",1.4000000000000000e+02,0.0000000000000000e+00,"E",3.5000000000000000e+01,0.0000000000000000e+00,"N",1.4000000000000000e+02,3.5000000000000000e+01,45.5000000000,149.0000000000,34.5000000000,137.0000000000,,,"None",2,1
10344,"ICES VIIIc-IXa","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",1.0000000000000000e+01,0.0000000000000000e+00,"W",4.3000000000000000e+01,0.0000000000000000e+00,"N",-1.0000000000000000e+01,4.3000000000000000e+01,48.0000000000,-2.0000000000,36.0000000000,-18.0000000000,,,"None",2,1
10350,"Southern Pacific","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Pacific Ocean",1.0000000000000000e+02,0.0000000000000000e+00,"E",1.5000000000000000e+01,0.0000000000000000e+00,"S",1.0000000000000000e+02,-1.5000000000000000e+01,0.0000000000,-70.0000000000,-78.0000000000,-140.0000000000,0.0000000000000000e+00,,"None",3,1
10351,"NAFO 5Ze","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",6.7000000000000000e+01,5.0000000000000000e+01,"W",4.0000000000000000e+01,4.0000000000000000e+01,"N",-6.7833333333333329e+01,4.0666666666666664e+01,42.5000000000,-50.0000000000,39.0000000000,-71.7500000000,,,"None",2,1
10355,"Northern North Sea","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Atlantic",4.0000000000000000e+00,0.0000000000000000e+00,"E",5.8000000000000000e+01,0.0000000000000000e+00,"N",4.0000000000000000e+00,5.8000000000000000e+01,60.7500000000,8.0000000000,55.5000000000,-4.0000000000,0.0000000000000000e+00,,"None",3,1
10357,"Southern North Sea","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Atlantic",3.0000000000000000e+00,3.0000000000000000e+01,"E",5.2000000000000000e+01,3.0000000000000000e+01,"N",3.5000000000000000e+00,5.2500000000000000e+01,55.5000000000,8.7500000000,50.7500000000,-1.0000000000,0.0000000000000000e+00,,"None",3,1
10362,"Mid Atlantic Bight","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",7.3000000000000000e+01,0.0000000000000000e+00,"W",3.8000000000000000e+01,0.0000000000000000e+00,"N",-7.3000000000000000e+01,3.8000000000000000e+01,42.8800000000,-70.0000000000,33.8800000000,-78.5000000000,,,"None",3,1
10363,"Zone B - Cuba","Not applicable","Not applicable","Cuba","North America","Not applicable",7.4000000000000000e+01,0.0000000000000000e+00,"W",1.9000000000000000e+01,4.5000000000000000e+01,"N",-7.4000000000000000e+01,1.9750000000000000e+01,23.1700000000,-74.1000000000,19.7500000000,-85.0000000000,,,"None",2,1
10364,"Adams Complex","Not applicable","British Columbia","Canada","North America","Not applicable",1.1900000000000000e+02,3.3000000000000000e+01,"W",5.0000000000000000e+01,5.4000000000000000e+01,"N",-1.1955000000000000e+02,5.0899999999999999e+01,50.9000000000,-119.5500000000,50.9000000000,-119.5500000000,,,"None",2,2
10365,"Babine Lake","Not applicable","British Columbia","Canada","North America","Not applicable",1.2600000000000000e+02,0.0000000000000000e+00,"W",5.4000000000000000e+01,4.0000000000000000e+01,"N",-1.2600000000000000e+02,5.4666666666666664e+01,54.6700000000,-126.0000000000,54.6700000000,-126.0000000000,,,"None",4,2
10368,"Birkenhead River","Not applicable","British Columbia","Canada","North America","Not applicable",1.2200000000000000e+02,0.0000000000000000e+00,"W",5.0000000000000000e+01,0.0000000000000000e+00,"N",-1.2200000000000000e+02,5.0000000000000000e+01,50.3000000000,-122.6000000000,50.3000000000,-122.6000000000,,,"None",3,1
10370,"Branch River","Not applicable","Alaska","USA","North America","Not applicable",1.5700000000000000e+02,0.0000000000000000e+00,"W",5.8000000000000000e+01,4.0000000000000000e+01,"N",-1.5700000000000000e+02,5.8666666666666664e+01,58.6700000000,-157.0000000000,58.6700000000,-157.0000000000,,,"None",3,1
10373,"Chilko River","Not applicable","British Columbia","Canada","North America","Not applicable",1.2300000000000000e+02,2.7000000000000000e+01,"W",5.2000000000000000e+01,6.0000000000000000e+00,"N",-1.2345000000000000e+02,5.2100000000000001e+01,52.1000000000,-123.4500000000,52.1000000000,-123.4500000000,,,"None",3,1
10378,"Columbia River","Not applicable","Washington/Oregon","USA","North America","Not applicable",1.2400000000000000e+02,5.0000000000000000e+00,"W",4.6000000000000000e+01,1.5000000000000000e+01,"N",-1.2408333333333333e+02,4.6250000000000000e+01,49.0000000000,-117.9000000000,45.5000000000,-124.0000000000,,,"None",3,1
10379,"Lake Dalnee","Not applicable","Kamchatskaya Oblast","Russian Federation","Asia","Not applicable",1.5700000000000000e+02,5.4000000000000000e+01,"E",5.2000000000000000e+01,3.0000000000000000e+01,"N",1.5790000000000001e+02,5.2500000000000000e+01,52.5000000000,157.9000000000,52.5000000000,157.9000000000,,,"None",4,2
10380,"Chilko South End","Not applicable","British Columbia","Canada","North America","Not applicable",1.2400000000000000e+02,4.0000000000000000e+00,"W",5.1000000000000000e+01,1.6000000000000000e+01,"N",-1.2406666666666666e+02,5.1266666666666666e+01,51.5000000000,-124.1200000000,51.5000000000,-124.1200000000,,,"Lake Chilko and River Chilko are in this area.",3,1
10381,"Egegik River","Not applicable","Alaska","USA","North America","Not applicable",1.5700000000000000e+02,2.4000000000000000e+01,"W",5.8000000000000000e+01,1.1000000000000000e+01,"N",-1.5740000000000001e+02,5.8183333333333330e+01,58.1800000000,-157.4000000000,58.1800000000,-157.4000000000,,,"None",3,1
10386,"Frazer Lake","Not applicable","Alaska","USA","North America","Not applicable",1.5400000000000000e+02,8.0000000000000000e+00,"W",5.7000000000000000e+01,1.5000000000000000e+01,"N",-1.5413333333333333e+02,5.7250000000000000e+01,61.6000000000,-150.0500000000,61.6000000000,-150.0500000000,,,"None",4,2
10387,"Fulton River, Channel 1","Not applicable","British Columbia","Canada","North America","Not applicable",1.2600000000000000e+02,9.0000000000000000e+00,"W",5.4000000000000000e+01,4.8000000000000000e+01,"N",-1.2615000000000001e+02,5.4799999999999997e+01,54.8000000000,-126.1500000000,54.8000000000,-126.1500000000,,,"None",2,1
10388,"Fulton River, Channel 2","Not applicable","British Columbia","Canada","North America","Not applicable",1.2600000000000000e+02,9.0000000000000000e+00,"W",5.4000000000000000e+01,4.8000000000000000e+01,"N",-1.2615000000000001e+02,5.4799999999999997e+01,54.8000000000,-126.1500000000,54.8000000000,-126.1500000000,,,"None",2,1
10390,"Gates Creek","Not applicable","British Columbia","Canada","North America","Not applicable",1.1800000000000000e+02,0.0000000000000000e+00,"W",5.0000000000000000e+01,0.0000000000000000e+00,"N",-1.1800000000000000e+02,5.0000000000000000e+01,50.5000000000,-118.0000000000,50.5000000000,-118.0000000000,,,"Fraser River system. Artificial spawning channels are now in operation here.",3,2
10391,"Horsefly River","Not applicable","British Columbia","Canada","North America","Not applicable",1.2100000000000000e+02,2.3000000000000000e+01,"W",5.2000000000000000e+01,2.8000000000000000e+01,"N",-1.2138333333333334e+02,5.2466666666666669e+01,52.4700000000,-121.3800000000,52.4700000000,-121.3800000000,,,"None",3,1
10392,"Igushik River","Not applicable","Alaska","USA","North America","Not applicable",1.5800000000000000e+02,5.0000000000000000e+01,"W",5.8000000000000000e+01,4.0000000000000000e+01,"N",-1.5883333333333334e+02,5.8666666666666664e+01,58.6700000000,-158.8300000000,58.6700000000,-158.8300000000,,,"None",3,1
10394,"Karluk River","Not applicable","Alaska","USA","North America","Not applicable",1.5400000000000000e+02,3.2000000000000000e+01,"W",5.7000000000000000e+01,3.4000000000000000e+01,"N",-1.5453333333333333e+02,5.7566666666666670e+01,57.5700000000,-154.5300000000,57.5700000000,-154.5300000000,,,"None",3,1
10395,"Karymaisky Spring, Kamchatka","Not applicable","Kamchatskaya Oblast","Russian Federation","Asia","Not applicable",1.5700000000000000e+02,0.0000000000000000e+00,"E",5.2000000000000000e+01,3.0000000000000000e+01,"N",1.5700000000000000e+02,5.2500000000000000e+01,52.5000000000,157.0000000000,52.5000000000,157.0000000000,,,"None",3,2
10398,"Kvichak River","Not applicable","Alaska","USA","North America","Not applicable",1.5700000000000000e+02,3.0000000000000000e+00,"W",5.8000000000000000e+01,5.2000000000000000e+01,"N",-1.5705000000000001e+02,5.8866666666666667e+01,58.8700000000,-157.0500000000,58.8700000000,-157.0500000000,,,"None",3,1
10400,"Little Kitoi Lake, Afognak Is.","Not applicable","Alaska","USA","North America","Not applicable",1.5200000000000000e+02,2.7000000000000000e+01,"W",5.8000000000000000e+01,1.1000000000000000e+01,"N",-1.5244999999999999e+02,5.8183333333333330e+01,58.2000000000,-152.4500000000,58.2000000000,-152.4500000000,,,"None",4,2
10402,"Late Nadina River","Not applicable","British Columbia","Canada","North America","Not applicable",1.2600000000000000e+02,3.1000000000000000e+01,"W",5.3000000000000000e+01,5.9000000000000000e+01,"N",-1.2651666666666667e+02,5.3983333333333334e+01,53.9800000000,-126.5200000000,53.9800000000,-126.5200000000,,,"None",3,1
10403,"Pinkut Creek","Granisle","British Columbia","Canada","North America","Not applicable",1.2500000000000000e+02,2.7000000000000000e+01,"W",5.4000000000000000e+01,2.7000000000000000e+01,"N",-1.2545000000000000e+02,5.4450000000000003e+01,54.4500000000,-125.4500000000,54.4500000000,-125.4500000000,,,"Babine Lake area.",3,2
10404,"Late Stuart Complex","Not applicable","British Columbia","Canada","North America","Not applicable",1.2300000000000000e+02,3.2000000000000000e+01,"W",5.3000000000000000e+01,5.9000000000000000e+01,"N",-1.2353333333333333e+02,5.3983333333333334e+01,53.9800000000,-123.5300000000,53.9800000000,-123.5300000000,,,"None",2,2
10405,"Naknek-Kvichak Rivers","Not applicable","Alaska","USA","North America","Not applicable",1.5700000000000000e+02,1.0000000000000000e+00,"W",5.8000000000000000e+01,4.6000000000000000e+01,"N",-1.5701666666666668e+02,5.8766666666666666e+01,59.3000000000,-155.9000000000,38.6000000000,-157.0000000000,,,"None",2,1
10406,"Naknek River","Not applicable","Alaska","USA","North America","Not applicable",1.5700000000000000e+02,0.0000000000000000e+00,"W",5.8000000000000000e+01,4.0000000000000000e+01,"N",-1.5700000000000000e+02,5.8666666666666664e+01,58.7000000000,-156.6700000000,58.7000000000,-156.6700000000,,,"None",3,1
10408,"Nushagak River","Not applicable","Alaska","USA","North America","Not applicable",1.5800000000000000e+02,2.3000000000000000e+01,"W",5.9000000000000000e+01,3.0000000000000000e+00,"N",-1.5838333333333333e+02,5.9049999999999997e+01,60.9000000000,-153.9000000000,59.0000000000,-158.5000000000,,,"None",3,1
10409,"Nuyakuk River","Not applicable","Alaska","USA","North America","Not applicable",1.5800000000000000e+02,1.5000000000000000e+01,"W",5.9000000000000000e+01,5.5000000000000000e+01,"N",-1.5825000000000000e+02,5.9916666666666664e+01,59.7500000000,-157.4200000000,59.7500000000,-157.4200000000,,,"None",3,1
10410,"Port John Lake","Not applicable","British Columbia","Canada","North America","Not applicable",1.2700000000000000e+02,5.0000000000000000e+01,"W",5.2000000000000000e+01,7.0000000000000000e+00,"N",-1.2783333333333333e+02,5.2116666666666667e+01,52.1200000000,-127.8300000000,52.1200000000,-127.8300000000,,,"None",4,2
10411,"Pinkut Channel","Not applicable","British Columbia","Canada","North America","Not applicable",1.2500000000000000e+02,2.7000000000000000e+01,"W",5.4000000000000000e+01,2.7000000000000000e+01,"N",-1.2545000000000000e+02,5.4450000000000003e+01,54.4500000000,-125.4500000000,54.4500000000,-125.4500000000,,,"None",3,1
10412,"Quesnel Lake, Fraser River","Not applicable","British Columbia","Canada","North America","Not applicable",1.2100000000000000e+02,0.0000000000000000e+00,"W",5.2000000000000000e+01,3.0000000000000000e+01,"N",-1.2100000000000000e+02,5.2500000000000000e+01,52.5000000000,-121.0000000000,52.5000000000,-121.0000000000,,,"None",4,2
10413,"Red River","Not applicable","Alaska","USA","North America","Not applicable",1.5400000000000000e+02,3.7000000000000000e+01,"W",5.7000000000000000e+01,1.6000000000000000e+01,"N",-1.5461666666666667e+02,5.7266666666666666e+01,57.3000000000,-154.6100000000,57.3000000000,-154.6100000000,,,"None",3,1
10415,"Shuswap Lake, Fraser River","Not applicable","British Columbia","Canada","North America","Not applicable",1.1900000000000000e+02,1.5000000000000000e+01,"W",5.0000000000000000e+01,5.7000000000000000e+01,"N",-1.1925000000000000e+02,5.0950000000000003e+01,50.9500000000,-119.2500000000,50.9500000000,-119.2500000000,,,"None",4,2
10416,"Skeena River","Not applicable","British Columbia","Canada","North America","Not applicable",1.3000000000000000e+02,2.0000000000000000e+00,"W",5.4000000000000000e+01,9.0000000000000000e+00,"N",-1.3003333333333333e+02,5.4149999999999999e+01,57.1500000000,-125.2500000000,53.7500000000,-130.2200000000,,,"None",2,1
10418,"Smith Inlet","Not applicable","British Columbia","Canada","North America","Not applicable",1.2700000000000000e+02,2.5000000000000000e+01,"W",5.1000000000000000e+01,1.9000000000000000e+01,"N",-1.2741666666666667e+02,5.1316666666666670e+01,51.3200000000,-127.2500000000,51.3200000000,-127.2500000000,,,"None",3,1
10419,"Stellako River","Not applicable","British Columbia","Canada","North America","Not applicable",1.2400000000000000e+02,5.3000000000000000e+01,"W",5.4000000000000000e+01,3.0000000000000000e+00,"N",-1.2488333333333334e+02,5.4049999999999997e+01,54.0500000000,-124.8800000000,54.0500000000,-124.8800000000,,,"None",3,1
10420,"Early Stuart Complex","Not applicable","British Columbia","Canada","North America","Not applicable",1.2300000000000000e+02,3.2000000000000000e+01,"W",5.3000000000000000e+01,5.9000000000000000e+01,"N",-1.2353333333333333e+02,5.3983333333333334e+01,53.9800000000,-123.5300000000,53.9800000000,-123.5300000000,,,"None",2,1
10421,"Tahltan Lake","Not applicable","British Columbia","Canada","North America","Not applicable",1.3200000000000000e+02,3.0000000000000000e+01,"W",5.8000000000000000e+01,0.0000000000000000e+00,"N",-1.3250000000000000e+02,5.8000000000000000e+01,57.7500000000,-132.4000000000,57.7500000000,-132.4000000000,,,"None",3,2
10423,"Tally Creek","Not applicable","British Columbia","Canada","North America","Not applicable",1.1600000000000000e+02,0.0000000000000000e+00,"W",4.9000000000000000e+01,0.0000000000000000e+00,"N",-1.1600000000000000e+02,4.9000000000000000e+01,49.0000000000,-116.0000000000,49.0000000000,-116.0000000000,,,"None",3,2
10424,"Togiak River","Not applicable","Alaska","USA","North America","Not applicable",1.6000000000000000e+02,3.0000000000000000e+01,"W",5.9000000000000000e+01,5.0000000000000000e+00,"N",-1.6050000000000000e+02,5.9083333333333336e+01,59.1000000000,-160.2500000000,59.1000000000,-160.2500000000,,,"None",3,1
10426,"Ugashik River","Not applicable","Alaska","USA","North America","Not applicable",1.5700000000000000e+02,3.7000000000000000e+01,"W",5.7000000000000000e+01,3.0000000000000000e+01,"N",-1.5761666666666667e+02,5.7500000000000000e+01,57.2800000000,-156.7500000000,57.2800000000,-156.7500000000,,,"None",3,1
10430,"Upper Pinkut Creek","Not applicable","British Columbia","Canada","North America","Not applicable",1.2500000000000000e+02,0.0000000000000000e+00,"W",5.4000000000000000e+01,1.3000000000000000e+01,"N",-1.2500000000000000e+02,5.4216666666666669e+01,54.2200000000,-125.0000000000,54.2200000000,-125.0000000000,,,"None",3,2
10431,"Ayakulik, Kodiak Island","Not applicable","Alaska","USA","North America","Not applicable",1.5400000000000000e+02,3.5000000000000000e+01,"W",5.7000000000000000e+01,1.0000000000000000e+01,"N",-1.5458333333333334e+02,5.7166666666666664e+01,57.2000000000,-154.5000000000,57.2000000000,-154.5000000000,,,"None",3,2
10432,"Weaver Creek","Not applicable","British Columbia","Canada","North America","Not applicable",1.2100000000000000e+02,5.3000000000000000e+01,"W",4.9000000000000000e+01,1.9000000000000000e+01,"N",-1.2188333333333334e+02,4.9316666666666670e+01,49.3200000000,-121.8800000000,49.3200000000,-121.8800000000,,,"West of Harrison near Pipe falls. Fraser River System.",3,2
10434,"Wood River","Not applicable","Alaska","USA","North America","Not applicable",1.5800000000000000e+02,3.0000000000000000e+01,"W",5.9000000000000000e+01,3.0000000000000000e+00,"N",-1.5850000000000000e+02,5.9049999999999997e+01,59.1000000000,-158.5000000000,59.1000000000,-158.5000000000,,,"None",3,1
10435,"Celtic Sea","Not applicable","Not applicable","Multiple or International jurisdiction","Europe","Atlantic",5.0000000000000000e+00,0.0000000000000000e+00,"W",5.1000000000000000e+01,0.0000000000000000e+00,"N",-5.0000000000000000e+00,5.1000000000000000e+01,52.1800000000,-4.2500000000,47.1700000000,-12.7500000000,0.0000000000000000e+00,,"None",3,1
10441,"Bay of Biscay (VIII)","Not applicable","Not applicable","France","Europe","North Atlantic Ocean",9.0000000000000000e+00,0.0000000000000000e+00,"W",4.5000000000000000e+01,3.0000000000000000e+01,"N",-9.0000000000000000e+00,4.5500000000000000e+01,48.5000000000,-1.1700000000,43.2500000000,-9.0000000000,0.0000000000000000e+00,,"None",3,1
10442,"Baltic Areas 22-32","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",2.0000000000000000e+01,0.0000000000000000e+00,"E",5.8000000000000000e+01,0.0000000000000000e+00,"N",2.0000000000000000e+01,5.8000000000000000e+01,58.0000000000,20.0000000000,58.0000000000,20.0000000000,,,"None",2,1
10443,"Baltic Areas 26 and 28","Not applicable","Not applicable","Multiple or International jurisdiction","Not applicable","Not applicable",2.0000000000000000e+01,0.0000000000000000e+00,"E",5.6000000000000000e+01,1.5000000000000000e+01,"N",2.0000000000000000e+01,5.6250000000000000e+01,56.2500000000,20.0000000000,56.2500000000,20.0000000000,,,"None",2,1
